Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument
505163,,ZFSTEERING,Z.F.STEERING GEAR (INDIA) LTD.-$,Active,X ,10.00,INE116C01012,Auto Parts & Equipment,Equity
505185,,BOSCHCHAS,BOSCH CHASSIS SYSTEMS INDIA LTD.,Delisted,B ,10.00,INE053B01019, ,Equity
505190,,KINETIC,KINETIC MOTOR CO.LTD.,Delisted,B ,10.00,INE267B01015,2/3 Wheelers,Equity
505192,,SMLISUZU,SML ISUZU LIMITED,Active,A ,10.00,INE294B01019,Commercial Vehicles,Equity
505196,,TIL,TIL LTD.,Active,B ,10.00,INE806C01018,Transport Related Services,Equity
505200,,EICHERMOT,EICHER MOTORS LTD.,Active,A ,1.00,INE066A01021,2/3 Wheelers,Equity
505212,,JAINEX,JAINEX AAMCOL LTD.,Active,XT,10.00,INE280F01019,Auto Parts & Equipment,Equity
505216,,ALFREDHE,ALFRED HERBERT (INDIA) LTD.,Active,X ,10.00,INE782D01027,Finance (including NBFCs),Equity
505230,,CIMMCO,CIMMCO LTD.,Suspended,B ,10.00,INE184C01028,Diversified,Equity
505232,,VELJAN,Veljan Denison Limited,Active,X ,10.00,INE232E01013,Auto Parts & Equipment,Equity
505242,,DYNAMATECH,DYNAMATIC TECHNOLOGIES LTD.-$,Active,B ,10.00,INE221B01012,Industrial Machinery,Equity
505250,,GGDANDE,G.G.DANDEKAR MACHINE WORKS LTD.,Active,X ,1.00,INE631D01026,Industrial Machinery,Equity
505252,,TATCP,TATA CONSTRUCTION & PROJECTS LTD.,Delisted,Z ,10.00,INE312D01015, ,Equity
505255,,GMM,GMM PFAUDLER LTD.,Active,A ,2.00,INE541A01023,Industrial Machinery,Equity
505260,,INDABRT,INDABRATOR LTD.,Delisted,Z ,10.00, , ,Equity
505277,,WEBELSE,WEBEL SEN CAPACITORS LTD.,Delisted,P ,10.00,NA          ,Other Elect.Equip./ Prod.,Equity
505280,,JOHNFWL-B,JOHN FOWLER (INDIA) LTD.,Delisted,Z ,10.00, , ,Equity
505283,,KIRLPNU,KIRLOSKAR PNEUMATIC CO.LTD.,Active,X ,2.00,INE811A01020,Industrial Machinery,Equity
505285,,TULIVE,Tulive Developers Limited,Active,XT,10.00,INE637D01015,Other Industrial Goods,Equity
505299,,KPT,KPT Industries Ltd,Active,X ,5.00,INE731D01024,Industrial Machinery,Equity
505300,,KUNLENG,KUNAL ENGINEERING CO.LTD.,Delisted,Z ,10.00,NA          , ,Equity
505302,,LXMIATO,LAKSHMI AUTOMATIC LOOM WORKS LTD.,Active,X ,10.00,INE718M01014,Industrial Machinery,Equity
505320,,LYNMC,LYNX MACHINERY & COMMERCIALS LTD.,Active,X ,10.00,INE732D01014,Industrial Machinery,Equity
505324,,MANUGRAPH,MANUGRAPH INDIA LTD.-$,Active,B ,2.00,INE867A01022,Industrial Machinery,Equity
505330,,ZLOYAENG,LOYAL ENGINEERING LTD.,Delisted,Z ,10.00,NA          , ,Equity
505336,,MIRCH,Mirch Technologies (India) Ltd,Active,XT,10.00,INE098E01018,Industrial Machinery,Equity
505343,,MONOT,MONOTYPE INDIA LTD.,Suspended,Z ,1.00,INE811D01024,Misc.Commercial Services,Equity
505355,,NESCO,NESCO LTD.,Active,A ,2.00,INE317F01035,Misc.Commercial Services,Equity
505358,,INTEGRAEN,INTEGRA ENGINEERING INDIA LTD.,Active,X ,1.00,INE984B01023,Industrial Machinery,Equity
505366,,BOSCHDM,BOSCH REXROTH (INDIA) LTD.,Delisted,B ,10.00,INE294D01015, ,Equity
505368,,REVATHI,REVATHI EQUIPMENT LTD.-$,Active,B ,10.00,INE617A01013,Industrial Machinery,Equity
505380,,SIMTOOL,SIMTOOLS LTD.,Delisted,Z ,10.00,NA          , ,Equity
505382,,STANENG,STANFORD ENGINEERING LTD.,Delisted,Z ,10.00,NA          , ,Equity
505385,,SLMMNKL,SLMMNKL,Delisted,Z ,100.00,NA          , ,Equity
505397,,TECHELE,TECHNO ELECTRIC & ENGINEERING COMPANY LTD.,Delisted,B ,2.00,INE470B01023,Heavy Electrical Equipment,Equity
505400,,TEXINFRA,TEXMACO INFRASTRUCTURE & HOLDINGS LTD.,Active,B ,1.00,INE435C01024,Realty,Equity
505412,,WENDT,WENDT (INDIA) LTD.,Active,B ,10.00,INE274C01019,Industrial Machinery,Equity
505421,,STARMCH,STAR MACHINERY MANUFACTURING CO.LTD,Delisted,Z ,100.00,NA          , ,Equity
505426,,BIRLMCTOL,BIRLA MACHINING & TOOLINGS LTD.-$,Delisted,B ,10.00,INE989B01014,Industrial Machinery,Equity
505502,,PSITINFRA,PS IT Infrastructure & Services Limited,Suspended,XT,10.00,INE953M01033,Other Financial Services,Equity
505504,,SINDUVA,SINDU VALLEY TECHNOLOGIES LTD.,Active,P ,10.00, ,IT Consulting & Software,Equity
505506,,AXONVL,Axon Ventures Ltd,Delisted,X ,10.00,INE663D01011,IT Software Products,Equity
505509,,RESPONIND,RESPONSIVE INDUSTRIES LTD.,Active,A ,1.00,INE688D01026,Furniture-Furnishing-Paints,Equity
505511,,ZSAMTULI,SAM-TUL INVESTMENTS LTD.,Delisted,P ,10.00,NA          ,Other Financial Services,Equity
505513,,SHRSHATEX,Shree Shaleen Textiles Limited,Suspended,XT,2.00,INE703L01026,Comm.Trading  & Distribution,Equity
505515,,SHYMINV,SHYAMKAMAL INVESTMENTS LTD.,Active,XT,10.00,INE203N01015,Other Financial Services,Equity
505518,,ZARIHPET,ARIHANT PETRO CHEMICALS LTD.,Delisted,Z ,10.00,NA          , ,Equity
505523,,MAHACORP,MAHARASHTRA CORPORATION LTD.,Active,X ,1.00,INE272E01027,Comm.Trading  & Distribution,Equity
505525,,ZPARICIN,PARICHAY INVESTMENTS LTD.,Suspended,XT,10.00,INE701F01014,Misc.Commercial Services,Equity
505526,,DOLAT,DOLAT INVESTMENTS LTD.,Active,B ,1.00,INE966A01022,Other Financial Services,Equity
505529,,SHYAMHO,SHYAMAL HOLDINGS & TRADING LTD.,Suspended,ZP,10.00,INE481F01013,Other Financial Services,Equity
505530,,PRISMINFO,PRISM INFORMATICS LTD.,Delisted,Z ,1.00,INE389J01028,IT Software Products,Equity
505533,,WESTLIFE,WESTLIFE DEVELOPMENT LTD.,Active,A ,2.00,INE274F01020,Restaurants,Equity
505535,,ZVVNMFG,VVN MFG.& INVESTA LTD.,Delisted,P ,10.00,NA          ,Finance (including NBFCs),Equity
505537,,ZEEL,ZEE ENTERTAINMENT ENTERPRISES LTD.,Active,A ,1.00,INE256A01028,Broadcasting & Cable TV,Equity
505539,,IMCFINA,IMC FINANCE LTD.,Delisted,Z ,10.00,INE170F01012,Misc.Commercial Services,Equity
505541,,SUNFI,SUNFLEX FINANCE & INVESTMENTS LTD.,Delisted,Z ,10.00,INE458D01016,Misc.Commercial Services,Equity
505543,,BALAHDG,BALAJI BONDS & HOLDINGS LTD.,Delisted,Z ,10.00,NA          , ,Equity
505574,,ZAQULNDI,AQUALAND (INDIA) LTD.,Delisted,Z ,10.00,NA          ,Other Financial Services,Equity
505576,,GOLDCORP,Goldcrest Corporation Limited,Active,X ,10.00,INE505D01014,Finance (including NBFCs),Equity
505583,,WWTECHHOL,W W TECHNOLOGY HOLDINGS LTD.,Active,XT,10.00,INE972M01017,Realty,Equity
505585,,ZKOVALIN,KOVALAM INVESTMENT & TRADING CO.LTD.,Active,XT,10.00,INE735U01011,Misc.Commercial Services,Equity
505590,,SVPGLOB,SVP GLOBAL VENTURES LTD.,Active,XT,1.00,INE308E01029,Textiles,Equity
505592,,SHKRISHNAB,SHREEKRISHNA BIOTECH LTD.,Suspended,XT,10.00,INE571N01015,Misc.Commercial Services,Equity
505594,,MULTIIN,MULTIPLUS HOLDINGS LTD.,Active,XT,10.00,INE886E01016,Misc.Commercial Services,Equity
505650,,SKYLMILAR,SKYLINE MILLARS LTD.,Active,X ,1.00,INE178E01026,Commercial Vehicles,Equity
505658,,REMIPRO,REMI PROCESS PLANT & MACHINERY LTD.,Active,XT,10.00,INE513H01019,Industrial Machinery,Equity
505665,,ABCBEARS,ABC BEARINGS LTD.-$,Delisted,X ,10.00,INE779A01011,Industrial Machinery,Equity
505672,,ASIANBRG,ASIAN BEARINGS LTD.,Suspended,X ,10.00,INE046C01011,Industrial Machinery,Equity
505678,,CPECLTD,CPEC LTD.,Delisted,XT,10.00,INE029P01019,Industrial Machinery,Equity
505681,,BIMETAL,BIMETAL BEARINGS LTD.-$,Active,X ,10.00,INE469A01019,Auto Parts & Equipment,Equity
505684,,CHIPIDM,CHICAGO PNEUMATIC INDIA LTD.,Delisted,B ,10.00,INE489A01017, ,Equity
505685,,TAPARIA,TAPARIA TOOLS LTD.,Active,XT,10.00,INE614R01014,Iron & Steel Products,Equity
505688,,BHARATGEAR,BHARAT GEARS LTD.,Active,B ,10.00,INE561C01019,Auto Parts & Equipment,Equity
505690,,BRADYM,BRADY & MORRIS ENGINEERING CO.LTD.,Active,X ,10.00,INE856A01017,Commercial Vehicles,Equity
505693,,LATIMMETAL,La Tim Metal & Industries Ltd,Active,X ,10.00,INE501N01012,Other Industrial Goods,Equity
505700,,ELECON,ELECON ENGINEERING CO.LTD.,Active,B ,2.00,INE205B01023,Industrial Machinery,Equity
505703,,DECANBRG,DECCAN BEARINGS LTD.,Active,XT,10.00,INE498D01012,Industrial Machinery,Equity
505710,,GRAUWEIL,GRAUER & WEIL (INDIA) LTD.-$,Active,X ,1.00,INE266D01021,Commodity Chemicals,Equity
505711,,GAJRA,GAJRA BEVEL GEARS LTD.-$,Active,XT,10.00,INE282D01010,Auto Parts & Equipment,Equity
505712,,HIMTEK,Him Teknoforge Ltd,Active,X ,2.00,INE705G01021,Auto Parts & Equipment,Equity
505714,,GABRIEL,GABRIEL INDIA LTD.-$,Active,A ,1.00,INE524A01029,Auto Parts & Equipment,Equity
505720,,HERCULES,HERCULES HOISTS LTD.,Active,B ,1.00,INE688E01024,Industrial Machinery,Equity
505725,,HINDEVER,HINDUSTAN EVEREST TOOLS LTD.,Active,XT,10.00,INE598D01019,Other Industrial Goods,Equity
505726,,IFBIND,IFB INDUSTRIES LTD.,Active,A ,10.00,INE559A01017,Household Appliances,Equity
505729,,SINGER,SINGER INDIA LTD.,Active,X ,2.00,INE638A01035,Household Appliances,Equity
505737,,INTLCOMBQ,INTERNATIONAL COMBUSTION (INDIA) LTD.,Active,X ,10.00,INE403C01014,Industrial Machinery,Equity
505744,,FMGOETZE,FEDERAL-MOGUL GOETZE (INDIA) LTD.,Active,A ,10.00,INE529A01010,Auto Parts & Equipment,Equity
505750,,JOSTS,JOST&#39;S ENGINEERING CO.LTD.,Active,X ,10.00,INE636D01017,Industrial Machinery,Equity
505783,,OTOKLIN,OTOKLIN PLANTS & EQUIPMENTS LTD.,Delisted,XD,10.00,INE304C01014,Industrial Machinery,Equity
505789,,PERCI,PERFECT CIRCLE INDIA LTD.,Delisted,T ,1.00,INE222D01032, ,Equity
505790,,SCHAEFFLER,Schaeffler India Ltd,Active,A ,10.00,INE513A01014,Industrial Machinery,Equity
505797,,MPCOSEMB,MIPCO SEAMLESS RINGS (GUJARAT) LTD.,Suspended,XT,10.00,INE860N01012,Other Industrial Goods,Equity
505800,,RANEHOLDIN,RANE HOLDINGS LTD.,Active,A ,10.00,INE384A01010,Auto Parts & Equipment,Equity
505807,,ROLCOEN,ROLCON ENGINEERING CO.LTD.,Active,P ,10.00,INE775R01013,Other Industrial Products,Equity
505817,,REILELEC,REIL ELECTRICALS INDIA LTD.,Delisted,ZP,10.00,INE814K01015,Auto Parts & Equipment,Equity
505823,,SECALS,SECALS LTD.,Delisted,P ,10.00,NA          ,Other Industrial Products,Equity
505827,,SNL,SNL BEARINGS LTD.,Active,X ,10.00,INE568F01017,Other Industrial Goods,Equity
505835,,SHBEREN,SHRIRAM BEARINGS LTD.,Delisted,P ,10.00,NA          ,Other Industrial Goods,Equity
505840,,JAIPAN,JAIPAN INDUSTRIES LTD.,Active,XT,10.00,INE058D01030,Household Appliances,Equity
505845,,APSSTAR-B,APS-STAR INDUSTRIES LTD.,Delisted,P ,10.00,NA          ,Industrial Machinery,Equity
505850,,MANCREDIT,MANGAL CREDIT AND FINCORP LTD.,Active,X ,10.00,INE545L01039,Finance (including NBFCs),Equity
505854,,TRF,TRF LTD.-$,Active,B ,10.00,INE391D01019,Industrial Machinery,Equity
505872,,WPIL,WPIL LTD.,Active,X ,10.00,INE765D01014,Industrial Machinery,Equity
505885,,ALFALAVAL,ALFA LAVAL (INDIA) LTD.,Delisted,B ,10.00,INE427A01017,Industrial Machinery,Equity
505890,,KENNAMET,KENNAMETAL INDIA LTD.-$,Active,A ,10.00,INE717A01029,Industrial Machinery,Equity
505893,,HINDHARD,Hindustan Hardy Ltd,Active,X ,10.00,INE724D01011,Auto Parts & Equipment,Equity
505923,,EXEDYIND,Exedy India Limited-$,Delisted,T ,10.00,INE773A01014,Auto Parts & Equipment,Equity
505930,,VISHMEL,VISHAL MALLEABLES LTD.,Delisted,Z ,10.00,INE661G01018,Other Industrial Products,Equity
505976,,CENTTUBDM,CENTURY TUBES LTD.,Delisted,Z ,10.00,NA          , ,Equity
505978,,TRITONV,TRITON VALVES LTD.,Active,X ,10.00,INE440G01017,Auto Parts & Equipment,Equity
505982,,HINDUJAFO,HINDUJA FOUNDRIES LTD.-$,Delisted,B ,10.00,INE291F01016,Other Industrial Products,Equity
505988,,AJNTTUB,AJANTA TUBES LTD.,Delisted,Z ,10.00,NA          , ,Equity
506003,,SUDAI,SUDAL INDUSTRIES LTD.,Active,XT,10.00,INE618D01015,Aluminium,Equity
506016,,JRIIIL,JRI Industries & Infrastructure Limited,Suspended,Z ,2.00,INE022M01029,Construction & Engineering,Equity
506022,,PRAKASH,PRAKASH INDUSTRIES LTD.,Active,A ,10.00,INE603A01013,Iron & Steel/Interm.Products,Equity
506024,,HVL,Hariyana Ventures Ltd,Active,ZP,10.00,INE219D01012,Iron & Steel/Interm.Products,Equity
506027,,BHRKALM,BHORUKA ALUMINIUM LTD.,Suspended,XT,10.00,INE866G01013,Aluminium,Equity
506041,,MAISF,MAHESH AGRICULTURE IMPLEMENTS & STEEL FORGE LTD.,Delisted,Z ,10.00,INE119D01014,Iron & Steel/Interm.Products,Equity
506042,,ZPRBHSTE,PRABHU STEEL INDUSTRIES LTD.,Suspended,ZP,10.00,INE821R01015,Iron & Steel/Interm.Products,Equity
506044,,ARIHAST,ARIHANT STEEL & ALLOYS LTD.,Delisted,Z ,10.00,NA          , ,Equity
506059,,STEELTUBES,STEEL TUBES OF INDIA LTD.,Delisted,B ,10.00,INE926A01018,Iron & Steel Products,Equity
506074,,ARSHIYA,Arshiya Limited,Active,T ,2.00,INE968D01022,Transportation - Logistics,Equity
506076,,GRINDWELL,GRINDWELL NORTON LTD.-$,Active,A ,5.00,INE536A01023,Other Industrial Products,Equity
506079,,LAKPRE,LAKSHMI PRECISION SCREWS LTD.,Active,Z ,10.00,INE651C01018,Iron & Steel Products,Equity
506087,,ANUPMAL,ANUP MALLEABLE LTD.,Active,P ,10.00,INE188O01016,Iron & Steel Products,Equity
506093,,BCLFRG***,BCL FORGINGS LTD.,Delisted,XT,10.00,INE528H01017,Auto Parts & Equipment,Equity
506095,,CASTRON,CASTRON TECHNOLOGIES LTD.,Delisted,XD,10.00,INE492D01015,Other Industrial Products,Equity
506102,,QPRO,QPRO INFOTECH LTD.,Delisted,X ,10.00,INE824F01014,Finance (including NBFCs),Equity
506103,,VICTENT,VICTORIA ENTERPRISES LTD.,Suspended,Z ,10.00,INE082E01012,Other Financial Services,Equity
506105,,STANROS,STANROSE MAFATLAL INVESTMENTS AND FINANCE LTD.,Active,X ,10.00,INE441L01015,Investment Companies,Equity
506107,,PRECTRA,PRECIOUS TRADING & INVESTMENTS LTD.,Active,P ,10.00,INE629R01012,Misc.Commercial Services,Equity
506109,,GENESYS,GENESYS INTERNATIONAL CORPORATION LTD.,Active,T ,5.00,INE727B01026,IT Software Products,Equity
506112,,ZJALAVEG,JALAVEG INVESTMENTS & TRADING CO.LTD.,Delisted,Z ,10.00,NA          , ,Equity
506113,,LIFELINE,LIFELINE DRUGS & PHARMA LTD.,Suspended,X ,1.00,INE776N01028,Distributors,Equity
506117,,VIVEKCO,VIVEK COMMERCIAL LTD.,Delisted,Z ,10.00,NA          , ,Equity
506120,,ALNATRD,ALNA TRADING & EXPORTS LTD.,Active,P ,10.00,INE07I701011,Comm.Trading  & Distribution,Equity
506122,,PANKAJPIYUS,Pankaj Piyush Trade & Investment Ltd,Active,X ,10.00,INE820M01018,Auto Parts & Equipment,Equity
506123,,NIDHIPL,NIDHI POLYESTER LTD.,Delisted,T ,10.00,NA          ,Misc.Commercial Services,Equity
506128,,PARNAXLAB,PARNAX LAB LTD.,Active,X ,10.00,INE383L01019,Pharmaceuticals,Equity
506129,,NGRJFIN-B,NAGARJUNA FINANCE LTD.,Delisted,P ,10.00,NA          ,Agrochemicals,Equity
506131,,INDIACO,INDIACO VENTURES LTD.,Delisted,Z ,2.00,INE064E01028,Finance (including NBFCs),Equity
506134,,INTELLCAP,INTELLIVATE CAPITAL VENTURES LTD.,Active,XT,1.00,INE512D01028,Plastic Products,Equity
506140,,HIRAMFN,HIRAMOTI FINANCE LTD.,Delisted,Z ,10.00,NA          , ,Equity
506142,,VYAPAR,VYAPAR INDUSTRIES LTD.,Delisted,X ,10.00,INE070G01012,Other Financial Services,Equity
506146,,VIVIDHA,VISAGAR POLYTEX LTD.,Active,T ,1.00,INE370E01029,Textiles,Equity
506152,,SARAFSO,SARAF SONS (TRADERS) LTD.,Delisted,P ,5.00,NA          ,Comm.Trading  & Distribution,Equity
506154,,GATEHLD,GATEWAY HOLDING & TRADES LTD.,Delisted,Z ,10.00,NA          , ,Equity
506156,,ETCNETWORK,ETC NETWORKS LTD.,Delisted,B ,10.00,INE421B01018, ,Equity
506159,,ASISL,ASIS LOGISTICS LIMITED,Suspended,XT,1.00,INE888E01020,Transportation - Logistics,Equity
506161,,ISHWATR,ISHWARSHAKTI HOLDINGS & TRADERS LTD.,Active,XT,10.00,INE073I01012,Finance (including NBFCs),Equity
506162,,TERRAFORM,TERRAFORM MAGNUM LTD.,Active,P ,10.00,INE122V01010,Other Financial Services,Equity
506164,,BRINDHL,BRINDABAN HOLDINGS & TRADING LTD.,Delisted,P ,10.00,NA          ,Misc.Commercial Services,Equity
506166,,APIS,APIS INDIA LTD.,Active,XT,10.00,INE070K01014,Other Food Products,Equity
506169,,NASHINV,NASHVILLE INVESTMENT & TRADING CO.,Delisted,Z ,10.00,INE747F01017, ,Equity
506170,,HIRAN,HIRAN ORGOCHEM LTD.-$,Delisted,Z ,10.00,INE546E01016,Pharmaceuticals,Equity
506172,,ZSAMPACH,SAMPADA CHEMICALS LTD.,Delisted,XT,10.00,INE040K01017,Other Financial Services,Equity
506174,,ZJTYUTXL,JATAYU TEXTILES & INDUSTRIES LTD.,Delisted,Z ,10.00,NA          , ,Equity
506176,,SUSMITR,SUSMIT TRADING LTD.,Delisted,Z ,10.00,NA          , ,Equity
506178,,ZKHATAUE,KHATAU EXIM LTD.,Active,XT,10.00,INE092P01017,Comm.Trading  & Distribution,Equity
506180,,EMERGENT,Emergent Industrial Solutions Ltd,Active,XT,10.00,INE668L01013,Comm.Trading  & Distribution,Equity
506184,,KANANIIND,KANANI INDUSTRIES LTD.,Active,B ,1.00,INE879E01037,Other Apparels & Accessories,Equity
506186,,GCKL,Galaxy Cloud Kitchens Ltd-$,Active,X ,10.00,INE403B01016,Packaged Foods,Equity
506190,,ZSARVAMA,SARVAMANGAL MERCANTILE CO.LTD.,Active,XT,10.00,INE978L01016,Misc.Commercial Services,Equity
506192,,ZSUSHRTR,SUSHREE TRADING LTD.,Delisted,Z ,10.00,NA          , ,Equity
506194,,ASL,Arihant Superstructures Limited,Active,B ,10.00,INE643K01018,Realty,Equity
506196,,VIKSHEN,VIKSIT ENGINEERING LTD.,Active,XT,10.00,INE965V01012,Comm.Trading  & Distribution,Equity
506197,,BLISSGVS,BLISS GVS PHARMA LTD.,Active,A ,1.00,INE416D01022,Pharmaceuticals,Equity
506198,,MRTENTI,MERTINEZ ENTEX INDUSTRIES LTD.,Delisted,Z ,10.00,NA          , ,Equity
506222,,INEOSSTYRO,INEOS Styrolution India Ltd,Active,B ,10.00,INE189B01011,Specialty Chemicals,Equity
506225,,ADARCHM,ADARSH CHEMICALS & FERTILIZERS LTD.,Delisted,P ,10.00,NA          ,Commodity Chemicals,Equity
506230,,RHODIA,RHODIA SPECIALTY CHEMICALS INDIA LTD.-$,Delisted,T ,10.00,INE255B01010,Commodity Chemicals,Equity
506235,,ALEMBICLTD,ALEMBIC LTD.,Active,A ,2.00,INE426A01027,Pharmaceuticals,Equity
506245,,AMRDYCMDM,AMAR DYE-CHEM LTD.,Delisted,Z ,100.00,NA          , ,Equity
506248,,AMNPLST,AMINES & PLASTICIZERS LTD.,Active,X ,2.00,INE275D01022,Commodity Chemicals,Equity
506260,,ANUHPHR,ANUH PHARMA LTD.,Active,X ,5.00,INE489G01022,Pharmaceuticals,Equity
506261,,MODISNME,MODISON METALS LTD.-$,Active,X ,1.00,INE737D01021,Other Elect.Equip./ Prod.,Equity
506265,,ARLABS,ARLABS LTD.,Delisted,P ,10.00, ,Agrochemicals,Equity
506267,,ASSAPET,ASSAM PETROCHEMICALS LTD.,Delisted,XD,10.00,INE277D01010,Commodity Chemicals,Equity
506275,,BARIUMC,BARIUM CHEMICALS LTD.,Delisted,P ,10.00,NA          ,Commodity Chemicals,Equity
506285,,BAYERCROP,BAYER CROPSCIENCE LTD.,Active,A ,10.00,INE462A01022,Agrochemicals,Equity
506313,,SASHWAT,Sashwat Technocrats Limited,Active,P ,10.00,INE789D01014,Construction Materials,Equity
506315,,BORAX,BORAX MORARJI LTD.,Delisted,XT,10.00,INE658B01015,Commodity Chemicals,Equity
506345,,CELUPRO,CELLULOSE PRODUCTS OF INDIA LTD.,Delisted,P ,10.00,NA          ,Fibres & Plastics,Equity
506353,,CHMEQUP,CHEMIEQUIP LTD.,Delisted,Z ,10.00,NA          , ,Equity
506355,,CHEMPLAST,CHEMPLAST SANMAR LTD.,Delisted,T ,1.00,INE488A01027,Plastic Products,Equity
506365,,CHEMOPH,CHEMO PHARMA LABORATORIES LTD.,Active,XT,10.00,INE320M01019,Pharmaceuticals,Equity
506370,,CITRIND,CITRIC INDIA LTD.,Delisted,Z ,10.00,NA          , ,Equity
506373,,CITURGIA,CITURGIA BIOCHEMICALS LTD.,Suspended,X ,2.00,INE795B01031,Commodity Chemicals,Equity
506390,,CLNINDIA,CLARIANT CHEMICALS (INDIA) LTD.,Active,A ,10.00,INE492A01029,Specialty Chemicals,Equity
506395,,COROMANDEL,COROMANDEL INTERNATIONAL LTD.,Active,A ,1.00,INE169A01031,Fertilizers,Equity
506401,,DEEPAKNI,DEEPAK NITRITE LTD.-$,Active,A ,2.00,INE288B01029,Commodity Chemicals,Equity
506405,,DHARAMSI,DHARAMSI MORARJI CHEMICAL CO.LTD.,Active,X ,10.00,INE505A01010,Specialty Chemicals,Equity
506414,,FERMENTA,Fermenta Biotech Ltd,Active,X ,5.00,INE225B01021,Pharmaceuticals,Equity
506443,,FICOMOR,FICOM ORGANICS LTD.,Delisted,B ,10.00,INE514A01012, ,Equity
506446,,ZGATEWCH,GATEWAY CHEMISTS LTD.,Delisted,Z ,10.00,NA          , ,Equity
506457,,GUJCARB,GUJARAT CARBON & INDUSTRIES LTD.,Suspended,XT,10.00,INE462C01010,Commodity Chemicals,Equity
506460,,SIGROUP,SI GROUP-INDIA LTD.,Delisted,B ,10.00,INE547A01012,Commodity Chemicals,Equity
506461,,HICOPRO,HICO PRODUCTS LTD.,Delisted,Z ,10.00,NA          , ,Equity
506480,,GOCLCORP,GOCL Corporation Ltd-$,Active,B ,2.00,INE077F01035,Oil Marketing & Distribution,Equity
506485,,IDI,IDI LTD.,Delisted,XD,10.00,INE888A01010,Specialty Chemicals,Equity
506490,,INDELTC,INDIAN ELECTRO CHEMICALS LTD.,Delisted,P ,10.00,NA          ,Commodity Chemicals,Equity
506515,,JKINVESTR,J.K.INVESTO TRADE (INDIA) LTD.,Delisted,B ,10.00,INE361G01015, ,Equity
506518,,JYNTVTM,JAYANT VITAMINS LTD.,Delisted,Z ,10.00,NA          , ,Equity
506520,,JAYCH,JAYSHREE CHEMICALS LTD.,Active,X ,10.00,INE693E01016,Commodity Chemicals,Equity
506522,,JLMORI,J.L.MORISON (INDIA) LTD.,Active,X ,10.00,INE430D01015,Personal Products,Equity
506525,,KANORICHEM,KANORIA CHEMICALS & INDUSTRIES LTD.,Active,T ,5.00,INE138C01024,Commodity Chemicals,Equity
506528,,KELENRG,KELTECH ENERGIES LTD.,Active,X ,10.00,INE881E01017,Specialty Chemicals,Equity
506530,,KEMP,KEMP & COMPANY LTD.,Active,X ,10.00,INE060E01018,Containers & Packaging,Equity
506532,,NITTAGELA,NITTA GELATIN INDIA LTD.-$,Active,X ,10.00,INE265B01019,Specialty Chemicals,Equity
506535,,ZKEYTUCH,KEYTUO CHEMICALS LTD.,Delisted,Z ,100.00, , ,Equity
506540,,KUTCSAL,KUTCH SALT & ALLIED INDUSTRIES LTD.,Delisted,P ,10.00,NA          ,Diversified,Equity
506543,,MPAGI,M.P.AGRO INDUSTRIES LTD.,Active,XT,10.00,INE468C01017,Fertilizers,Equity
506559,,SIEHEALTH,SIEMENS HEALTHCARE DIAGNOSTICS LTD.,Delisted,B ,10.00,INE195D01014,Medical Equipment,Equity
506579,,ORIENTCQ,ORIENTAL CARBON & CHEMICALS LTD.-$,Active,A ,10.00,INE321D01016,Commodity Chemicals,Equity
506580,,PBGLOBAL,PB Global Ltd,Suspended,P ,10.00,INE615W01011,Agrochemicals,Equity
506590,,PHILIPCARB,PHILLIPS CARBON BLACK LTD.,Active,A ,2.00,INE602A01023,Carbon Black,Equity
506597,,AMAL,AMAL LTD.,Active,X ,10.00,INE841D01013,Specialty Chemicals,Equity
506605,,POLYCHEM,POLYCHEM LTD.,Active,X ,10.00,INE752B01024,Commodity Chemicals,Equity
506614,,RAJPCHM,RAJ PRAKASH CHEMICALS LTD.,Delisted,Z ,10.00,NA          , ,Equity
506615,,SUNASIAN,Sunrise Asian Limited,Delisted,Z ,10.00,INE917D01011,Comm.Trading  & Distribution,Equity
506618,,PUNJABCHEM,PUNJAB CHEMICALS AND CROP PROTECTION LTD.-$,Active,B ,10.00,INE277B01014,Agrochemicals,Equity
506640,,GUJCMDS,GUJCHEM DISTILLERS INDIA LTD.,Active,XT,10.00,INE218N01013,Commodity Chemicals,Equity
506642,,SADHNANIQ,SADHANA NITROCHEM LTD.,Active,XT,1.00,INE888C01040,Commodity Chemicals,Equity
506644,,SEARSOLDM,SEARSOLE CHEMICALS LTD.,Delisted,Z ,10.00,NA          , ,Equity
506650,,ZSOMAIYO,SOMAIYA ORGANICS (INDIA) LTD.,Delisted,P ,10.00,NA          ,Commodity Chemicals,Equity
506655,,SUDARSCHEM,SUDARSHAN CHEMICAL INDUSTRIES LTD.,Active,A ,2.00,INE659A01023,Specialty Chemicals,Equity
506660,,SYNTHCHEM,SYNTHETICS & CHEMICALS LTD.,Delisted,Z ,10.00,INE024A01012,Auto Tyres & Rubber Products,Equity
506680,,TRELCHE-B,TECIL CHEMICALS & HYDRO POWER LTD.,Suspended,P ,10.00,INE014B01011,Commodity Chemicals,Equity
506685,,ULTRAMAR,ULTRAMARINE & PIGMENTS LTD.-$,Active,X ,2.00,INE405A01021,Specialty Chemicals,Equity
506687,,TRANSPEK,TRANSPEK INDUSTRY LTD.-$,Active,X ,10.00,INE687A01016,Commodity Chemicals,Equity
